Key	Ýngilizce	Türkçe
$Texture Category	Texture Category	 Doku Kategorisi
$Texture Intensity	Texture Intensity	 Doku Yoðunluðu
$That button is reserved.	That button is reserved.	 Bu düðme ayrýlmýþtýr.
$THEIR CREDITS	THEIR CREDITS	 KREDÝLERÝ
$THEY_THEM	THEY/THEM	 ONLAR / ONLAR
$THIN	THIN	 ÝNCE
$THIRD	THIRD	 ÜÇÜNCÜ
$THR	THR	 TR
$THRUSTERS	THRUSTERS	 ÝTÝCÝLER
$TIME	TIME	 ZAMAN
$time	TIME	 ZAMAN
$Time of Day	Time of Day	 Günün zamaný
$TimeFilterAll	Filter By Time (All)	 Zamana Göre Filtrele (Tümü)
$TimeFilterMonth	Filter By Time (Month)	 Zamana Göre Filtrele (Ay)
$TimeFilterToday	Filter By Time (Today)	 Zamana Göre Filtrele (Bugün)
$TimeFilterWeek	Filter By Time (Week)	 Zamana Göre Filtrele (Hafta)
$TIMEREMAINING	TIME REMAINING	 KALAN SÜRE
$TO PLACE	TO PLACE	 YERLEÞTÝRMEK
$TO STEAL	TO STEAL	 ÇALMAK
$TOGGLE	TOGGLE	 GEÇÝÞ
$TOGGLE DISTANCE MODE	TOGGLE DISTANCE MODE	 MESAFE MODUNA GEÇÝÞ YAPIN
$Toggle Edit	Edit Mode	 Düzenleme modu
$Toggle Edit2	Place Mode	 Yer Modu
$TOGGLE HEADTRACKING	TOGGLE HEADTRACKING	 HEAD TRACKING'Ý GEÇÝÞTÝR
$TOGGLE HELMET	TOGGLE HELMET	 GEÇÝÞ KASK
$Toggle Ironsights	Toggle Ironsights	 Ironsights'ý aç/kapat
$Toggle Ironsights Desc	Enables the use of iron-sights mode when aiming a weapon as a toggle instead of a hold.	 Bir silahý tutma yerine geçiþ olarak niþan alýrken demir niþangah modunun kullanýlmasýný saðlar.
$TOGGLE MENU	TOGGLE MENU	 MENÜYE GEÇÝÞ
$TOGGLE VIEW	TOGGLE VIEW	 GÖRÜNÜMÜ DEÐÝÞTÝR
$ToggleActive	TOGGLE ACTIVE	 AKTÝF DEÐÝÞTÝR
$ToggleAlwaysRun	Toggle Always Run	 Her Zaman Çalýþtýr'ý aç/kapat
$TOGGLEGUIDE	TOGGLE GUIDE	 KILAVUZU DEÐÝÞTÝR
$TogglePOV	Toggle POV	 Bakýþ Açýsýný Deðiþtir
$ToggleShowAllQTs	SHOW ALL TARGETS	 TÜM HEDEFLERÝ GÖSTER
$ToggleShowOnlyActiveQTs	SHOW ONLY ACTIVE TARGETS	 YALNIZCA AKTÝF HEDEFLERÝ GÖSTER
$TOGGLETRACK	Toggle Tracking	 Takibi Deðiþtir
$TooManyOwnedShips	You own the maximum allowed ships. You must sell some before more can be purchased.	Ýzin verilen maksimum gemi sayýsýna sahipsiniz. Daha fazlasýný satýn alabilmeniz için biraz satmanýz gerekir.
$TOP SPEED	TOP SPEED	 EN YÜKSEK HIZ
$total	Total	 Toplam
$TOTAL	TOTAL	 TOPLAM
$TOTAL COST	TOTAL COST	 TOPLAM TUTAR
$TOTAL PWR	TOTAL PWR	 TOPLAM GÜÇ
$TOTAL_DAMAGE	DAMAGE	 ZARAR
$TOTAL_RESISTANCE	RESIST	 DÝRENMEK
$TRACK	Track	 Ýzlemek
$TRACK PROJECT	Track Project	 Projeyi Takip Et
$TRADE	TRADE	 TÝCARET
$TRAIT DISCOVERED	TRAIT DISCOVERED	 ÖZELLÝK KEÞFEDÝLDÝ
$TRAITS	TRAITS: {0}	 ÖZELLÝKLER: {0}
$TraitSelection	{OPTIONAL}	 {ÝSTEÐE BAÐLI}
$TRAITSHEADER	TRAITS	 ÖZELLÝKLER
$Transfer	TRANSFER	 AKTAR
$TransferContainerLabel	CONTAINER	 KONTEYNER
$TransferLink	Transfer Link	 Aktarým Baðlantýsý
$TransferPlayerLabel	PLAYER	 OYUNCU
$TRANSMISSION TERMINATED	TRANSMISSION TERMINATED	 ÝLETÝM SONLANDIRILDI
$TRAVEL	TRAVEL	 SEYAHAT
$TRAVEL DATA	TRAVEL DATA	 SEYAHAT VERÝLERÝ
$TRAVEL NOT ALLOWED	TRAVEL NOT ALLOWED	 SEYAHAT ÝZÝN VERÝLMEZ
$TravelRestricted	Travel to this area is currently restricted.	 Bu bölgeye seyahat þu anda kýsýtlýdýr.
$TREATMENT	TREATMENT	 TEDAVÝ
$TuneToStation	TUNE TO STATION	 ÝSTASYONA AYAR
$TURNS	TURNS	 DÖNÜÞLER
$TYPE	TYPE	 TÝP
$UINamingError_InvalidCharacter	This name contains unsupported characters.	 Bu ad desteklenmeyen karakterler içeriyor.
$Unable to Jump	Unable to Jump	 Atlanamýyor
$UNASSIGN	UNASSIGN	 ATANMASINI KALDIR
$UNASSIGN CREW	UNASSIGN CREW	 MÜRETTEBATIN ATANMASINI KALDIR
$Unassigned	Unassigned	 Atanmamýþ
$UNASSIGNED	UNASSIGNED	 ATANMADI
$Unavailable	Unavailable	 Kullaným dýþý
$UNCATEGORIZED	UNCATEGORIZED	 KATEGORÝLENMEMÝÞ
$Uncommon	Uncommon	 Yaygýn olmayan
$UNDO	UNDO	 GERÝ ALMA
$UNDOCK	UNDOCK	 ÇIKAR
$UNEQUIP	UNEQUIP	 EKÝPMANDAN ÇIK
$UNEXPLORED ROUTE	Unexplored Route	 Keþfedilmemiþ Rota
$UNEXPLORED ROUTE MSG	Route goes through unexplored system	 Rota keþfedilmemiþ sistemden geçiyor
$Unfollow	Unfavorite	 Favorilerden kaldýr
$Unfollowing	Unfavoriting...	 Favorilerden kaldýrýlýyor...
$Unique	Unique	 Eþsiz
$UnitedColonies	United Colonies	 Birleþik Koloniler
$UNIT_ATMOSPHERE	atm	 ATM
$UNIT_GRAVITY	g	 G
$UNIT_TEMPERATURE	C	 C
$UniversalTime_Suffix	UT (24 HR)	 UT (24 SAAT)
$Unknown	Unknown	 Bilinmeyen
$UNKNOWN	UNKNOWN	 BÝLÝNMEYEN
$UNKNOWN FAUNA	UNKNOWN FAUNA	 BÝLÝNMEYEN FAUNA
$UNKNOWN FLORA	UNKNOWN FLORA	 BÝLÝNMEYEN FLORA
$Unknown Location	Unknown Location	 Bilinmeyen Konum
$Unknown Type	UNKNOWN	 BÝLÝNMEYEN
$Unknown,	Unknown,	 Bilinmeyen,
$UnlinkAccount	Unlink Bethesda.net Account	 Bethesda.net Hesabýnýn Baðlantýsýný Kaldýrma
$UNLOAD	UNLOAD	BOÞALT
$UNLOAD ALL	UNLOAD ALL	 TÜMÜNÜ BOÞALT
$UNLOCK	UNLOCK:	 KÝLÝDÝNÝ AÇ:
$UnlockedWithKey	Unlocked with {1}.	 {1} ile kilidi açýldý.
$UnlockMenuItem	Hack {1} lock?	 {1} kilidi kýrýlsýn mý?
$UNLOCK_BUTTON	UNLOCK	 KÝLÝDÝNÝ AÇ
$Unlock_Rank	Unlock this Rank to increase Skill.	 Beceriyi artýrmak için bu Derecenin kilidini açýn.
$UNOWNED	UNOWNED	 SAHÝPSÝZ
$UNOWNED/NOT DOWNLOADED	UNOWNED/NOT DOWNLOADED	 SAHÝP OLMADI/ÝNDÝRÝLMEDÝ
$UNREGISTERED	Unregistered	 Kayýtlý deðil
$UNSELECT	UNSELECT	 SEÇÝMÝ KALDIR
$UNSHIELDED CONTRABAND	CONTRABAND ON SHIP	 GEMÝDEKÝ KAÇAK
$Unsubscribe	Unsubscribe	 Abonelikten çýk
$Unsubscribing	Unsubscribing...	 Abonelikten çýkýlýyor...
$UNTRACK	Untrack	 Takibi kaldýr
$UNTRACK PROJECT	Untrack Project	 Projenin Takibini Kaldýr
$UNVISITED	UNVISITED	 ZÝYARET EDÝLMEMÝÞ
$Update	Update	 Güncelleme
$UPGRADE_SHIP	Upgrade Ship	 Gemiyi Yükselt
$UPLOAD SAVE	Upload Save	 Yükle Kaydet
$USE	USE	 KULLANMAK
$USERID	USER ID	 KULLANICI KÝMLÝÐÝ
$Username	Username	 Kullanýcý adý
$UserValidationCancelled	Save storage sync cancelled by user.	 Kaydetme depolama senkronizasyonu kullanýcý tarafýndan iptal edildi.
$UserValidationFailed	User save storage could not be initialized.  Error code: {1}	 Kullanýcý kaydetme depolama alaný baþlatýlamadý. Hata kodu: {1}
$$UserValidationOutOfSpace	Storage out of local space.	 Yerel alanýn dýþýnda depolama.
$USE_KEY	SLOT KEY	 YUVASI ANAHTARI
$UsingConsoleMayDisableAchievements	Use of certain console commands will disable achievements.	 Belirli konsol komutlarýnýn kullanýlmasý baþarýlarý devre dýþý býrakacaktýr.
$UT	UT	 UT
$Va'ruun	Va'ruun	 Va'ruun
$val	Value	 Deðer
$value	VALUE	 DEÐER
$VALUE	VALUE	 DEÐER
$VALUE_LRG	VALUE	 DEÐER
$Value (C)	Value (C)	 Deðer (C)
$VALUE (C)	VALUE (C)	 DEÐER (C)
$Variant	Variant	 Varyant
$VARIANT	VARIANT	 VARYANT
$VARIANTS	VARIANTS	 ÇEÞÝTLER
$VATS	VATS	 KDV
$VENDOR	VENDOR	 SATICI
$VENDOR CREDITS	VENDOR CREDITS	 SATICI KREDÝLERÝ
$Very Easy	Very Easy	 Çok kolay
$VERY FAST	V FAST	 V HIZLI
$Very Hard	Very Hard	 Çok zor
$VERY SLOW	V SLOW	 V YAVAÞ
$Vibration	Controller Vibration	 Denetleyici Titreþimi
$Vibration Desc	Toggles controller vibration on or off.	 Denetleyici titreþimini açar veya kapatýr.
$VIEW_AVAILABLE	View Available	 Mevcut Görüntüle
$VIEW_DESKTOP	View Desktop	 Masaüstünü Görüntüle
$VIEW_OWNED	View Owned	 Sahip Olunanlarý Görüntüle
$VIEW_WINDOWS	View Windows	 Windows'u görüntüle
$Vignette Intensity	Vignette Intensity	Vinyet Yoðunluðu
$VirtualController	VIRTUAL CONTROLLER	 SANAL KONTROL CÝHAZI
$VirtualController_L3	UI Action 4	 Kullanýcý Arayüzü Eylemi 4
$VirtualController_LShoulder	Previous Tab	 Önceki Sekme
$VirtualController_R3	UI Action 5	 Kullanýcý Arayüzü Eylemi 5
$VirtualController_RShoulder	Next Tab	 Sonraki Sekme
$VirtualController_Select	UI Action 3	 Kullanýcý Arayüzü Eylemi 3
$VirtualController_XButton	UI Action 1	 Kullanýcý Arayüzü Eylemi 1
$VirtualController_YButton	UI Action 2	 Kullanýcý Arayüzü Eylemi 2
$Voice	Voice	 Ses
$Voice Audio Desc	Controls the volume of the in-game voices.	 Oyun içi seslerin ses düzeyini kontrol eder.
$VoiceLanguage	Voice Language	 Ses Dili
$VoiceLanguageDesc	Change the language for in-game voices	 Oyun içi seslerin dilini deðiþtirme
$Volume Selection	Volume Selection	 Hacim Seçimi
$W	W{0}	 W{0}
$Wait	WAIT	 BEKLEMEK
$WAIT FOR SCAN	WAIT FOR SCAN	 TARAMA ÝÇÝN BEKLEYÝN
$Waiting for data...	Waiting for game data to load...	 Oyun verilerinin yüklenmesi bekleniyor...
$WaitPrompt	Wait for how long?	 Ne kadar bekleyelim?
$WARNING	WARNING	 UYARI
$WARNINGS	WARNINGS	 UYARILAR
$WATER	WATER	 SU
$WEAPON STATS	WEAPON STATS	 SÝLAH ÝSTATÝSTÝKLERÝ
$WeaponAssignment	Weapon Assignment	 Silah Atamasý
$WEAPONGROUPONE	WEAPON ONE	 SÝLAH BÝR
$WEAPONGROUPTHREE	WEAPON THREE	 SÝLAH ÜÇ
$WEAPONGROUPTWO	WEAPON TWO	 ÝKÝNCÝ SÝLAH
$WEAPONGROUPZERO	WEAPON ZERO	 SIFIR SÝLAH
$WeaponRarityAndType_Epic {0}	Epic {0}	 Epik {0}
$WeaponRarityAndType_Legendary {0}	Legendary {0}	 Efsanevi {0}
$WeaponRarityAndType_Rare {0}	Rare {0}	 Nadir {0}
$WEAPONS	WEAPONS	 SÝLAHLAR
$WeaponWorkbench	Weapon Workbench	 Silah Tezgahý
$WEATHER	WEATHER	 HAVA DURUMU
$Weight	Weight	 Aðýrlýk
$WIDE	WIDE	 GENÝÞ
$WIND	WIND	 RÜZGÂR
$Wire	Wire	 Tel
$WIRE	WIRE	 TEL
$WNPC_Caravan	SUPPLY LINE	 TEDARÝK HATTI
$WNPC_Caravan_Header	Choose a location:	 Bir konum seçin:
$WNPC_Command	COMMAND	 EMRETMEK
$WNPC_Move	MOVE	 TAÞINMAK
$Workshop	OUTPOST	 ileri karakol
$WORKSHOP	OUTPOST	 ileri karakol
$WorkshopBuilderMenu	Outpost Builder Menu	 Karakol Oluþturucu Menüsü
$WorkshopBuilder_RequiresScanning	Requires Additional Scanning	 Ek Tarama Gerektirir
$WorkshopPower	Power	 Güç
$WorkshopPower:	Power:	 Güç:
$Workshop_AltMode	Toggle Alternate Mode	 Alternatif Modu Deðiþtir
$Workshop_Cancel	Cancel	 Ýptal etmek
$Workshop_ChangeMode	Change Mode	 Modu Deðiþtir
$Workshop_Confirm	Build/Confirm/Edit	 Oluþtur/Onayla/Düzenle
$Workshop_Down	Down	 Aþaðý
$Workshop_Left	Previous Variant	 Önceki Varyant
$Workshop_LShoulder	Change Color/Previous Category	 Rengi Deðiþtir/Önceki Kategori
$Workshop_LTrigger	Rotate Object Left	 Nesneyi Sola Döndür
$Workshop_Right	Next Variant	 Sonraki Varyant
$Workshop_RShoulder	Repair Object/Next Category	 Onarým Nesnesi/Sonraki Kategori
$Workshop_RTrigger	Rotate Object Right/Create Connection	Nesneyi Saða Döndür/Baðlantý Oluþtur
$Workshop_ToggleDetails	Toggle Details	 Ayrýntýlarý Deðiþtir
$Workshop_ToggleDistance	Toggle Distance Mode	 Mesafe Modunu Deðiþtir
$Workshop_ToggleView	Toggle View	 Görünümü Deðiþtir
$Workshop_Up	Up	Yukarý
$Workshop_XButton	Delete/Replace Object	 Nesneyi Sil/Deðiþtir
$World Map	WORLD MAP	 DÜNYA HARÝTASI
$WS_Beds	Beds	 Yataklar
$WS_Food	Food	 Yiyecek
$WS_Happy	Happiness	 Mutluluk
$WS_People	People	 Ýnsanlar
$WS_Power	Power	 Güç
$WS_Safety	Defense	 Savunma
$WS_Water	Water	 su
$wt	Weight	 Aðýrlýk
$XP	XP	 XP
$Yes	Yes	 Evet
$YES	YES	 EVET
$YOU'VE_REACHED_LEVEL	You've reached level	 seviyeye ulaþtýnýz
$YOUR CREDITS	YOUR CREDITS	 KREDÝLERÝNÝZ
$ZOOM	ZOOM	 YAKINLAÞTIR
$ZOOM IN	ZOOM IN	 YAKINLAÞTIR
$ZOOM OUT	ZOOM OUT	 UZAKLAÞTIR
$ZoomIn	Zoom In	 Yakýnlaþtýr
$ZoomOut	Zoom Out	 Uzaklaþtýr
$[NEW SAVE]	[NEW SAVE]	 [YENÝ KAYIT]
